14.43774652,0.344758305,,,20.68351928,0.33562596,20.03007718,0.350925612,20.7032905,0.335180321,20.04776964,0.349991199
14.59279105,0.348493273,,,20.89817822,0.339275928,20.2379636,0.354690575,20.9207739,0.338755326,20.25565606,0.353671186
14.74783558,0.352228239,,,21.11283717,0.342915883,20.44585001,0.358445537,,,20.46354247,0.357346189
14.90163975,0.355963206,,,,,20.65373643,0.362200497,,,20.66921733,0.361006191
15.05544392,0.359693168,,,,,20.85941128,0.365950464,,,20.87710374,0.364671197
15.2092481,0.36341812,,,,,20.96114293,0.367615602,,,,
15.36305227,0.367138081,,,,,,,,,,
15.51685644,0.370858041,,,,,,,,,,
15.67066061,0.374578009,,,,,,,,,,
15.82322443,0.378292955,,,,,,,,,,
15.9770286,0.382002921,,,,,,,,,,
16.12959242,0.385712878,,,,,,,,,,
16.28215624,0.389417838,,,,,,,,,,
16.43472005,0.393122795,,,,,,,,,,
16.58728387,0.396822753,,,,,,,,,,
16.73984768,0.40052271,,,,,,,,,,
16.8924115,0.404217667,,,,,,,,,,
17.04373496,0.407907624,,,,,,,,,,
17.19629878,0.41159758,,,,,,,,,,
17.34762224,0.415282536,,,,,,,,,,
17.4989457,0.418962491,,,,,,,,,,
17.65026916,0.422642455,,,,,,,,,,
17.80159262,0.426322409,,,,,,,,,,
17.95291608,0.429992363,,,,,,,,,,
18.10423954,0.433667309,,,,,,,,,,
18.25432264,0.437332263,,,,,,,,,,
18.40440575,0.440997226,,,,,,,,,,
18.55572921,0.444657177,,,,,,,,,,
18.70581231,0.448317129,,,,,,,,,,
18.85589541,0.451977089,,,,,,,,,,
19.00597852,0.455632031,,,,,,,,,,
19.15606162,0.45928199,,,,,,,,,,
19.30490437,0.462926932,,,,,,,,,,
19.45498747,0.466571892,,,,,,,,,,
19.60383022,0.470211833,,,,,,,,,,
19.75267297,0.47385679,,,,,,,,,,
19.90275607,0.47748674,,,,,,,,,,
20.05159882,0.481121697,,,,,,,,,,
20.19920121,0.484751638,,,,,,,,,,
20.34804396,0.488376589,,,,,,,,,,
20.49688671,0.492001543,,,,,,,,,,
20.6444891,0.4956215,,,,,,,,,,
20.79333184,0.499241455,,,,,,,,,,
20.94093424,0.502846426,,,,,,,,,,
